title,url,is_paid,price,level,platform,content
Certificate Program in Financial Accounting,https://www.udemy.com/certificate-program-in-financial-accounting/,True,50.0,All Levels,Udemy,certificate program in financial accounting all levels business finance
Trading Biotech Stocks - Understanding the Healthcare Sector,https://www.udemy.com/trading-biotech-stocks/,True,55.0,All Levels,Udemy,trading biotech stocks  understanding the healthcare sector all levels business finance
Indian Contract Act 1872: Must for all Finance Professionals,https://www.udemy.com/indian-contract-act-1872must-know-for-finance-professionals/,True,20.0,All Levels,Udemy,indian contract act 1872 must for all finance professionals all levels business finance
Fundraising Success: The Art & Science of Major Gifts,https://www.udemy.com/fundraising-success-the-art-science-of-major-gifts/,True,50.0,Intermediate Level,Udemy,fundraising success the art  science of major gifts intermediate level business finance
Smart Trading Techniques for Safe & Consistent Weekly Result,https://www.udemy.com/smart-trading-techniques-for-safe-consistent-weekly-result/,True,100.0,Intermediate Level,Udemy,smart trading techniques for safe  consistent weekly result intermediate level business finance
Technical Trading and Investing Made Easy,https://www.udemy.com/technical-trading-and-investing-made-easy/,True,40.0,Intermediate Level,Udemy,technical trading and investing made easy intermediate level business finance
Budgeting for Business,https://www.udemy.com/budgeting-for-business/,True,40.0,All Levels,Udemy,budgeting for business all levels business finance
Complete Guide to Business Loans,https://www.udemy.com/complete-guide-to-business-loans/,True,30.0,Beginner Level,Udemy,complete guide to business loans beginner level business finance
Hot Trading Investing Strategy: ETF and Futures,https://www.udemy.com/learn-to-trade-stocks-and-futures-with-profitable-strategy/,True,50.0,All Levels,Udemy,hot trading investing strategy etf and futures all levels business finance
Financial Management - A Complete Study,https://www.udemy.com/financial-management-a-complete-study/,True,190.0,All Levels,Udemy,financial management  a complete study all levels business finance
MQL4 Programming for Traders: Build Robust Trading Robots!,https://www.udemy.com/algorithmic-trading-bootcamp-metatrader4/,True,195.0,All Levels,Udemy,mql4 programming for traders build robust trading robots all levels business finance
Ultimate Stock Market Investing: Learn How to Value Stocks,https://www.udemy.com/stock-investing/,True,50.0,All Levels,Udemy,ultimate stock market investing learn how to value stocks all levels business finance
Collection of Advanced Options concepts for Options traders,https://www.udemy.com/advanced-options-concepts-for-options-stock-traders/,True,40.0,Expert Level,Udemy,collection of advanced options concepts for options traders expert level business finance
No Bull Investing: Investing 101 For Financial Freedom,https://www.udemy.com/no-bull-investing-investing-101-for-financial-freedom/,True,100.0,Beginner Level,Udemy,no bull investing investing 101 for financial freedom beginner level business finance
Financial Modeling - Build Your Own 3 Statement Projection,https://www.udemy.com/financial-modelling-build-your-own-3-statement-projection/,True,20.0,Beginner Level,Udemy,financial modeling  build your own 3 statement projection beginner level business finance
Small Business Owners: Drive a Productive Business and Grow,https://www.udemy.com/small-business-owners-drive-a-productive-business-and-grow/,True,20.0,Beginner Level,Udemy,small business owners drive a productive business and grow beginner level business finance
Successful Day Trading with Fibonacci,https://www.udemy.com/use-fibonacci-on-thinkorswim-to-day-trade/,True,200.0,All Levels,Udemy,successful day trading with fibonacci all levels business finance
Short Straddles - Exploit Earnings Option Volatility Crush,https://www.udemy.com/short-straddles-exploit-option-volatility-crush/,True,60.0,Expert Level,Udemy,short straddles  exploit earnings option volatility crush expert level business finance
Bitcoin For Beginners: Your Quick Start Guide To Bitcoin,https://www.udemy.com/bitcoin-podcast/,False,0.0,All Levels,Udemy,bitcoin for beginners your quick start guide to bitcoin all levels business finance
Technical Analysis 101: Ten Primary Candlestick Reversals,https://www.udemy.com/trading-stocks-successfully-01-ten-primary-reversal-patterns/,True,95.0,All Levels,Udemy,technical analysis 101 ten primary candlestick reversals all levels business finance
Financial Analysis:  A Recipe for Success,https://www.udemy.com/financial-analysis-a-recipe-for-success/,False,0.0,All Levels,Udemy,financial analysis  a recipe for success all levels business finance
"Basics of Fixed Income Valuation, CFA Level I 2017 Prep",https://www.udemy.com/basics-of-fixed-income-valuation-cfa-level-i-2017-prep/,True,20.0,Beginner Level,Udemy,basics of fixed income valuation cfa level i 2017 prep beginner level business finance
Intro to Financial Statement Audits,https://www.udemy.com/intro-financial-statement-audits/,True,50.0,Intermediate Level,Udemy,intro to financial statement audits intermediate level business finance
"How to Get Growing, Passive Income from the Fortune 500!",https://www.udemy.com/how-to-get-growing-passive-income-from-the-fortune-500/,True,25.0,All Levels,Udemy,how to get growing passive income from the fortune 500 all levels business finance
Managing Budgets in the Public and Non Profit Sector,https://www.udemy.com/managing-budgets-in-the-public-and-non-profit-sector/,True,95.0,All Levels,Udemy,managing budgets in the public and non profit sector all levels business finance
System of Asset Management for Professionals (SAMP),https://www.udemy.com/professional_asset_management_system/,True,50.0,Expert Level,Udemy,system of asset management for professionals samp expert level business finance
How to invest in Forex Trading & add an additional income,https://www.udemy.com/forex-truth-fundamentals-and-understanding/,True,50.0,All Levels,Udemy,how to invest in forex trading  add an additional income all levels business finance
Tax made simple for Limited Company Owners and Contractors,https://www.udemy.com/tax-made-simple-for-limited-company-owners-and-contractors/,True,50.0,All Levels,Udemy,tax made simple for limited company owners and contractors all levels business finance
Introduction to the 8 Pillars for Accountants,https://www.udemy.com/8-pillars-for-accountants-introduction/,True,20.0,Beginner Level,Udemy,introduction to the 8 pillars for accountants beginner level business finance
FX Trading for Beginners,https://www.udemy.com/fx-trading-for-beginners/,True,20.0,All Levels,Udemy,fx trading for beginners all levels business finance
Write a Successful Business Grant Proposal,https://www.udemy.com/write-a-successful-business-grant-proposal/,True,20.0,Beginner Level,Udemy,write a successful business grant proposal beginner level business finance
A Guide To Trade Binary Options Like An Expert,https://www.udemy.com/a-guide-to-trade-binary-options-like-an-expert/,True,55.0,All Levels,Udemy,a guide to trade binary options like an expert all levels business finance
Ratio analysis for bankers and credit analysts,https://www.udemy.com/ratio-analysis-for-bankers-and-credit-analysts/,True,20.0,Beginner Level,Udemy,ratio analysis for bankers and credit analysts beginner level business finance
Numbers for the  Business Plan,https://www.udemy.com/numbers-for-the-business-plan/,True,20.0,All Levels,Udemy,numbers for the  business plan all levels business finance
Dash Crypto Currency Technical and Trading Overview Bootcamp,https://www.udemy.com/introduction-to-dash-crypto-currency-technical-overview/,True,20.0,All Levels,Udemy,dash crypto currency technical and trading overview bootcamp all levels business finance
1 - Concepts of Statistics For Beginners Step by Step,https://www.udemy.com/concepts-of-statistics/,True,200.0,Beginner Level,Udemy,1  concepts of statistics for beginners step by step beginner level business finance
4. Ordinary Simple Annuities: The Basics,https://www.udemy.com/ordinary-simple-annuities-the-basics/,True,20.0,All Levels,Udemy,4 ordinary simple annuities the basics all levels business finance
الدروس التعليمية لسوق الفوركس والأسواق المالية الأخرى,https://www.udemy.com/arabic-forex-education-by-pforex/,False,0.0,All Levels,Udemy,       all levels business finance
Financial Risk Manager (FRM) Certification: Level II,https://www.udemy.com/financial-risk-manager-frm-certification-level-ii/,True,50.0,All Levels,Udemy,financial risk manager frm certification level ii all levels business finance
Level 1 2014 CFA® Program – Corporate Finance,https://www.udemy.com/level-1-2014-cfa-program-corporate-finance/,True,40.0,All Levels,Udemy,level 1 2014 cfa program  corporate finance all levels business finance
3. Compound Interest ,https://www.udemy.com/compound-interest/,True,20.0,All Levels,Udemy,3 compound interest  all levels business finance
8. Amortization Schedules,https://www.udemy.com/amortization-schedules/,True,20.0,All Levels,Udemy,8 amortization schedules all levels business finance
Finance Fundamentals for Non Finance Leaders,https://www.udemy.com/finance-fundamentals-for-business-leaders/,True,20.0,All Levels,Udemy,finance fundamentals for non finance leaders all levels business finance
Strategy layout and Backtesting,https://www.udemy.com/strategy-layout-and-backtesting/,True,200.0,Expert Level,Udemy,strategy layout and backtesting expert level business finance
Easy Forex and Futures Trading,https://www.udemy.com/easy-forex-and-futures-trading/,True,100.0,All Levels,Udemy,easy forex and futures trading all levels business finance
Finanzas y Análisis Financiero: Manejo Seguro de Negocios,https://www.udemy.com/finanzas-y-analisis-financiero-manejo-seguro-de-negocios/,True,20.0,Beginner Level,Udemy,finanzas y anlisis financiero manejo seguro de negocios beginner level business finance
Aprende a hacer paper trading (simulación) con Ninja Trader,https://www.udemy.com/aprende-a-hacer-paper-trading-simulacion-con-ninja-trader/,True,25.0,Beginner Level,Udemy,aprende a hacer paper trading simulacin con ninja trader beginner level business finance
Trading mit kleinen Konten - Grundlagen die du kennen musst,https://www.udemy.com/werden-sie-privater-trader-im-forex-cfd-oder-rohstoffmarkt/,True,80.0,Beginner Level,Udemy,trading mit kleinen konten  grundlagen die du kennen musst beginner level business finance
entiende la contabilidad y consigue un aumento de salario,https://www.udemy.com/fundamentos_de_contabilidad_foli/,True,20.0,Beginner Level,Udemy,entiende la contabilidad y consigue un aumento de salario beginner level business finance
Trade for Profit: Find-Trade Stocks Successfully Arabic عربي,https://www.udemy.com/trading-stocks-successfully-stock-trading-introduction-arabic/,True,95.0,All Levels,Udemy,trade for profit findtrade stocks successfully arabic  all levels business finance
Trading Forex  - L'analyse des volumes,https://www.udemy.com/trading-forex-lanalyse-des-volumes/,True,70.0,All Levels,Udemy,trading forex   lanalyse des volumes all levels business finance
Disminuye deudas en tu hogar en menos de 30 días,https://www.udemy.com/disminuye-deudas-en-tu-hogar/,True,20.0,Beginner Level,Udemy,disminuye deudas en tu hogar en menos de 30 das beginner level business finance
CPA 10 COMPLETO,https://www.udemy.com/estacio-cpa-10-anbima/,True,25.0,All Levels,Udemy,cpa 10 completo all levels business finance
Trading Intradiario basado en Precio y Volumen,https://www.udemy.com/trading-intradiario-basado-en-precio-y-volumen/,True,40.0,Intermediate Level,Udemy,trading intradiario basado en precio y volumen intermediate level business finance
Aprenda Cálculo Financeiro de Forma Simples,https://www.udemy.com/aprenda-calculo-financeiro-de-forma-simples/,True,20.0,All Levels,Udemy,aprenda clculo financeiro de forma simples all levels business finance
Wie funktionieren Bitcoin? Ein Einführungskurs.,https://www.udemy.com/wie-funktionieren-bitcoin-ein-einfuhrungskurs/,True,20.0,Beginner Level,Udemy,wie funktionieren bitcoin ein einfhrungskurs beginner level business finance
Estruturação Financeira,https://www.udemy.com/estruturacao-financeira/,True,45.0,All Levels,Udemy,estruturao financeira all levels business finance
Five steps to becoming a winner in stock investing,https://www.udemy.com/five-steps-to-becoming-a-winner-in-stock-investing/,True,20.0,All Levels,Udemy,five steps to becoming a winner in stock investing all levels business finance
Financial Accounting Plus Excel and SAP Crash Course.,https://www.udemy.com/financial-accounting1/,True,20.0,Beginner Level,Udemy,financial accounting plus excel and sap crash course beginner level business finance
Introduction to Financial Consolidation under IFRS,https://www.udemy.com/introduction-to-financial-consolidation-under-ifrs/,True,25.0,All Levels,Udemy,introduction to financial consolidation under ifrs all levels business finance
How to read a Profit & Loss Account and Balance Sheet,https://www.udemy.com/how-to-read-a-profit-loss-account-and-balance-sheet/,True,20.0,All Levels,Udemy,how to read a profit  loss account and balance sheet all levels business finance
Learn Bookkeeping From Scratch,https://www.udemy.com/bookkeeping/,True,20.0,All Levels,Udemy,learn bookkeeping from scratch all levels business finance
ACCA MA1 Management Information,https://www.udemy.com/acca-ma1-management-information/,True,50.0,Beginner Level,Udemy,acca ma1 management information beginner level business finance
Introduction to Bitcoin for Beginners,https://www.udemy.com/introduction-to-bitcoin-for-beginners/,True,20.0,Beginner Level,Udemy,introduction to bitcoin for beginners beginner level business finance
Stock Trading: Ultimate Guide to swing trading stocks,https://www.udemy.com/swingtrading/,True,200.0,All Levels,Udemy,stock trading ultimate guide to swing trading stocks all levels business finance
Bookkeeping Systems,https://www.udemy.com/bookkeeping-systems/,True,20.0,All Levels,Udemy,bookkeeping systems all levels business finance
Precious Metal Equities,https://www.udemy.com/precious-metal-equities/,True,20.0,All Levels,Udemy,precious metal equities all levels business finance
Start Now: A Rescue Plan for Retirement Late Savers,https://www.udemy.com/start-now-a-rescue-plan-for-retirement-late-savers/,True,150.0,All Levels,Udemy,start now a rescue plan for retirement late savers all levels business finance
Eu Funding: Module 2 - Introduction to Horizon 2020,https://www.udemy.com/introduction-to-horizon-2020/,True,20.0,Intermediate Level,Udemy,eu funding module 2  introduction to horizon 2020 intermediate level business finance
How I Make Money Writing About Stocks Online,https://www.udemy.com/seeking-alpha-how-to-write-about-stocks-online/,True,195.0,Beginner Level,Udemy,how i make money writing about stocks online beginner level business finance
Tradeonomics - Four Steps to Mastering Economic Indicators,https://www.udemy.com/a-laymans-guide-to-the-us-economy-demystifying-indicators/,True,20.0,All Levels,Udemy,tradeonomics  four steps to mastering economic indicators all levels business finance
Improve Your Financial Literacy,https://www.udemy.com/improve-your-financial-literacy-in-less-than-three-hours/,False,0.0,All Levels,Udemy,improve your financial literacy all levels business finance
Forex Trading : Power Of Moving Averages,https://www.udemy.com/forex-trading-learn-moving-averages-from-scratch-to-pro/,True,200.0,All Levels,Udemy,forex trading  power of moving averages all levels business finance
Demystifying Your Personal Tax Return,https://www.udemy.com/demystifying-your-personal-tax-return/,False,0.0,Beginner Level,Udemy,demystifying your personal tax return beginner level business finance
Samuel and Co Trading - Stock & Forex Trading,https://www.udemy.com/samuel-co-forex-and-stock-trading/,True,50.0,All Levels,Udemy,samuel and co trading  stock  forex trading all levels business finance
Accounting Department's Tips & Tricks - Beginner to Advanced,https://www.udemy.com/finance-and-accounting-for-beginners/,True,95.0,All Levels,Udemy,accounting departments tips  tricks  beginner to advanced all levels business finance
Certificate Program In Management Accounting,https://www.udemy.com/management-accounting/,True,50.0,All Levels,Udemy,certificate program in management accounting all levels business finance
How I Trade Forex Successfully,https://www.udemy.com/how-trade-forex-successfully/,False,0.0,All Levels,Udemy,how i trade forex successfully all levels business finance
Professional Trading With Institutional Supply & Demand,https://www.udemy.com/professional-trading-with-institutional-supply-demand/,True,200.0,All Levels,Udemy,professional trading with institutional supply  demand all levels business finance
Master Calendar Spreads with this live trade on Gold (GLD),https://www.udemy.com/calendar-spreads/,True,60.0,Expert Level,Udemy,master calendar spreads with this live trade on gold gld expert level business finance
Accounting 101: Guide to Business Accounting,https://www.udemy.com/book-keeping-level-1-learn-accounting-in-6-8-hours-amazing/,True,50.0,Beginner Level,Udemy,accounting 101 guide to business accounting beginner level business finance
An Introduction to Financial Markets on Wall Street,https://www.udemy.com/an-introduction-to-financial-markets-on-wall-street/,True,30.0,All Levels,Udemy,an introduction to financial markets on wall street all levels business finance
Win 90% of Trades; Quantitative Investments Models in Excel,https://www.udemy.com/quantitative-investments/,True,200.0,Beginner Level,Udemy,win 90 of trades quantitative investments models in excel beginner level business finance
The Forex Pivot Points Trading Strategy,https://www.udemy.com/the-forex-pivot-points-trading-strategy/,True,20.0,All Levels,Udemy,the forex pivot points trading strategy all levels business finance
Your Business by the Numbers,https://www.udemy.com/your-business-by-the-numbers/,True,25.0,All Levels,Udemy,your business by the numbers all levels business finance
Forex - Trade Gartley with Precision - Complete Strategy,https://www.udemy.com/forex-trade-gartley-with-precision-complete-strategy/,True,20.0,All Levels,Udemy,forex  trade gartley with precision  complete strategy all levels business finance
Bitcoin & Ethereum Course (2 Course Bundle),https://www.udemy.com/bitcoin-ethereum-bundle/,True,200.0,All Levels,Udemy,bitcoin  ethereum course 2 course bundle all levels business finance
Create Trading Robot Without Coding Skills!,https://www.udemy.com/algotrading/,True,145.0,All Levels,Udemy,create trading robot without coding skills all levels business finance
Accounting and the Triple Bottom Line,https://www.udemy.com/accounting-and-the-triple-bottom-line/,True,30.0,Intermediate Level,Udemy,accounting and the triple bottom line intermediate level business finance
MQL5 - Beginner To Expert,https://www.udemy.com/mql5-beginner-to-expert/,True,45.0,Beginner Level,Udemy,mql5  beginner to expert beginner level business finance
How to be A High Performance Insurance Broker Part 2,https://www.udemy.com/how-to-be-a-high-performance-insurance-broker-part-2/,True,40.0,All Levels,Udemy,how to be a high performance insurance broker part 2 all levels business finance
"CFA Level I Workshop 5: Corp Finance, Quants II & Derivative",https://www.udemy.com/cfa-workshop-5/,True,20.0,All Levels,Udemy,cfa level i workshop 5 corp finance quants ii  derivative all levels business finance
Xero Bookkeeping Course & Certification by Accounting Firm,https://www.udemy.com/online-bookkeeping-with-practice-and-job-recommendation/,True,20.0,Beginner Level,Udemy,xero bookkeeping course  certification by accounting firm beginner level business finance
Trading News Using Binary Options,https://www.udemy.com/trading-news/,True,145.0,All Levels,Udemy,trading news using binary options all levels business finance
Trading Trends in ANY Market,https://www.udemy.com/trading-trends-in-the-market-stocks-futures-forex/,True,30.0,All Levels,Udemy,trading trends in any market all levels business finance
Financial Statements Analysis: Learn to Invest Like a Pro!,https://www.udemy.com/financial-statements-and-ratios-for-beginner-investors/,True,50.0,Beginner Level,Udemy,financial statements analysis learn to invest like a pro beginner level business finance
Contango VXX - ETF Options Trading - Double Your Investment,https://www.udemy.com/contango-vxx-trading-idiot-proof-way-to-double-your-return/,True,200.0,All Levels,Udemy,contango vxx  etf options trading  double your investment all levels business finance
Mergers and Acquisitions M&A Essentials You Need to Know,https://www.udemy.com/intro-to-the-ma-game/,True,95.0,Beginner Level,Udemy,mergers and acquisitions ma essentials you need to know beginner level business finance
TRADING MARKET MAP,https://www.udemy.com/trading-market-map/,True,45.0,All Levels,Udemy,trading market map all levels business finance
How To Confidently Join The Bitcoin Revolution,https://www.udemy.com/how-to-confidently-join-the-bitcoin-revolution/,True,45.0,Beginner Level,Udemy,how to confidently join the bitcoin revolution beginner level business finance
High Probability Trading Across Any Market: Stocks & Forex,https://www.udemy.com/motrendtum-high-probability-trading/,True,95.0,All Levels,Udemy,high probability trading across any market stocks  forex all levels business finance
Option Trading for Rookies: Make & Manage Profitable Trades,https://www.udemy.com/option-trading-for-rookies-make-and-manage-profitable-option-trades/,True,95.0,All Levels,Udemy,option trading for rookies make  manage profitable trades all levels business finance
Your First Successful Forex Trades - With Case Studies,https://www.udemy.com/success-forex/,True,200.0,All Levels,Udemy,your first successful forex trades  with case studies all levels business finance
MCA Accountancy and Financial Management -Paper MCS 35 IGNOU,https://www.udemy.com/time-value-of-money/,True,180.0,All Levels,Udemy,mca accountancy and financial management paper mcs 35 ignou all levels business finance
"High-Frequency Trading #1: Basics, History & Strategies",https://www.udemy.com/high-frequency-trading-1-basics-history-strategies-forex-stocks/,True,50.0,All Levels,Udemy,highfrequency trading 1 basics history  strategies all levels business finance
Financial Accounting - The Ultimate Beginner Course,https://www.udemy.com/financial-accounting-the-ultimate-beginner-course/,True,100.0,Beginner Level,Udemy,financial accounting  the ultimate beginner course beginner level business finance
Level 1 2014 CFA® Program – Derivatives,https://www.udemy.com/cfa-derivatives/,True,40.0,All Levels,Udemy,level 1 2014 cfa program  derivatives all levels business finance
The Complete Investing Guide: How to Beat Wall Street,https://www.udemy.com/the-complete-investing-guide-how-to-beat-wall-street/,True,50.0,All Levels,Udemy,the complete investing guide how to beat wall street all levels business finance
"Bitcoins - Past, Present, Future",https://www.udemy.com/bitcoins-past-present-future/,True,20.0,Beginner Level,Udemy,bitcoins  past present future beginner level business finance
Learn Accounting by Specific Examples - Part 1,https://www.udemy.com/accounting1/,True,50.0,All Levels,Udemy,learn accounting by specific examples  part 1 all levels business finance
Forex: Presentation and  Analysis (Fundamental & Technical),https://www.udemy.com/forexpresentation-and-analysis-fundamental-and-technical/,True,50.0,Beginner Level,Udemy,forex presentation and  analysis fundamental  technical beginner level business finance
Year-end QuickBooks Procedures,https://www.udemy.com/year-end-quickbooks-procedures/,True,20.0,Beginner Level,Udemy,yearend quickbooks procedures beginner level business finance
Price Action Gap Trading Strategies,https://www.udemy.com/gaptradingcourse/,True,20.0,Intermediate Level,Udemy,price action gap trading strategies intermediate level business finance
How to start a successful career in finance?,https://www.udemy.com/the-complete-guide-how-to-get-your-dream-job-in-finance/,False,0.0,All Levels,Udemy,how to start a successful career in finance all levels business finance
Level 1 2014 CFA® Program – Equity Investments,https://www.udemy.com/cfa-equity/,True,40.0,All Levels,Udemy,level 1 2014 cfa program  equity investments all levels business finance
Wealth Management,https://www.udemy.com/austalgroupwealth-management/,True,30.0,All Levels,Udemy,wealth management all levels business finance
Basics of Private Equity,https://www.udemy.com/basics-of-private-equity/,True,60.0,Intermediate Level,Udemy,basics of private equity intermediate level business finance
Curso Completo del Mercado FOREX,https://www.udemy.com/curso-completo-del-mercado-forex/,True,200.0,All Levels,Udemy,curso completo del mercado forex all levels business finance
Como Investir em Ações para Iniciantes,https://www.udemy.com/como-investir-em-acoes-para-iniciantes/,False,0.0,All Levels,Udemy,como investir em aes para iniciantes all levels business finance
Robots de Forex: espere ganar 175%p.a! Incluye Robot de Fx! ,https://www.udemy.com/forex-robots/,True,130.0,All Levels,Udemy,robots de forex espere ganar 175pa incluye robot de fx  all levels business finance
６時間でインターバンク市場を攻略！最短距離でトレード基礎力,https://www.udemy.com/startforex/,True,35.0,All Levels,Udemy, all levels business finance
Matemática Financeira de um jeito fácil,https://www.udemy.com/matematica-financeira2/,True,95.0,All Levels,Udemy,matemtica financeira de um jeito fcil all levels business finance
ビットコイン生態系｜既存通貨が主役をやめる日,https://www.udemy.com/bitcoin-ecosystem/,True,20.0,Beginner Level,Udemy, beginner level business finance
Trading Forex - Trader avec les figures harmoniques,https://www.udemy.com/trading-forex-trader-avec-les-figures-harmoniques/,True,90.0,Beginner Level,Udemy,trading forex  trader avec les figures harmoniques beginner level business finance
Введение в Финансовую Инженерию,https://www.udemy.com/quantfinance101/,True,50.0,Beginner Level,Udemy,    beginner level business finance
Aprenda a Investir no Tesouro Direto Passo a Passo,https://www.udemy.com/tesouro-direto-passo-a-passo/,True,35.0,All Levels,Udemy,aprenda a investir no tesouro direto passo a passo all levels business finance
資産運用の基礎を学ぶファイナンス入門,https://www.udemy.com/jun-sakai-trading-course5/,True,20.0,Beginner Level,Udemy, beginner level business finance
Aprende a invertir y deja que tu dinero trabaje para ti,https://www.udemy.com/aprende-a-invertir-y-deja-que-tu-dinero-trabaje-para-ti/,True,145.0,All Levels,Udemy,aprende a invertir y deja que tu dinero trabaje para ti all levels business finance
Buchführung lernen leicht gemacht,https://www.udemy.com/buchfuehrung-lernen-leicht-gemacht/,True,40.0,Beginner Level,Udemy,buchfhrung lernen leicht gemacht beginner level business finance
Day Trading: High ROI Day Trading ,https://www.udemy.com/day-trading-forex/,True,150.0,Intermediate Level,Udemy,day trading high roi day trading  intermediate level business finance
Flow Management and Forecasting,https://www.udemy.com/cashflow-management-and-forecasting/,True,20.0,All Levels,Udemy,flow management and forecasting all levels business finance
An Introduction to Management of Portfolios (MoP),https://www.udemy.com/an-introduction-to-management-of-portfolios-mop/,True,20.0,Beginner Level,Udemy,an introduction to management of portfolios mop beginner level business finance
CFA Level I Workshop 1: Ethics and Quantitative Methods,https://www.udemy.com/cfa-workshop-1/,True,20.0,All Levels,Udemy,cfa level i workshop 1 ethics and quantitative methods all levels business finance
Accounting Basics 101 for Understanding Business,https://www.udemy.com/working-capital-formula-secrets-revealed/,True,20.0,All Levels,Udemy,accounting basics 101 for understanding business all levels business finance
Mortgage Acceleration,https://www.udemy.com/mortgage-acceleration/,True,20.0,All Levels,Udemy,mortgage acceleration all levels business finance
Stock Market for Beginners. Learn to trade,https://www.udemy.com/stock-market-for-dummies-learn-to-trade/,True,35.0,All Levels,Udemy,stock market for beginners learn to trade all levels business finance
CFA Corporate Finance Level 1 (Part 1),https://www.udemy.com/learn-cost-of-capital-of-business/,True,180.0,All Levels,Udemy,cfa corporate finance level 1 part 1 all levels business finance
Trading Tips from Hedge Fund Manager,https://www.udemy.com/trading-tips-from-hedge-fund-manager/,True,50.0,All Levels,Udemy,trading tips from hedge fund manager all levels business finance
Effective Debt Collection Strategies,https://www.udemy.com/effective-debt-collection/,True,40.0,Intermediate Level,Udemy,effective debt collection strategies intermediate level business finance
IAS 1-Presentation of Financial Statements ,https://www.udemy.com/ias-1-presentation-of-financial-statements/,False,0.0,All Levels,Udemy,ias 1presentation of financial statements  all levels business finance
Stock Trading Strategies Using a D.A.R.T.,https://www.udemy.com/stock-trading-strategies-using-a-dart/,True,20.0,All Levels,Udemy,stock trading strategies using a dart all levels business finance
Capital Structuring Techiques for CA / CFA / CPA Exams,https://www.udemy.com/capital-structuring-decisions/,True,125.0,Intermediate Level,Udemy,capital structuring techiques for ca  cfa  cpa exams intermediate level business finance
The Complete Guide to Forex Trading,https://www.udemy.com/the-complete-guide-to-forex-trading/,True,20.0,All Levels,Udemy,the complete guide to forex trading all levels business finance
Learn How to Trade Binary Options Professionally,https://www.udemy.com/freebinaryoptions/,False,0.0,All Levels,Udemy,learn how to trade binary options professionally all levels business finance
Learn How to Start Small and Make It Big In Small-Cap Stocks,https://www.udemy.com/small-cap-stocks/,True,50.0,Beginner Level,Udemy,learn how to start small and make it big in smallcap stocks beginner level business finance
Trading strategies with common sense technical analysis,https://www.udemy.com/trading-strategies-with-common-sense-technical-analysis/,True,75.0,All Levels,Udemy,trading strategies with common sense technical analysis all levels business finance
Startup Business: How To Raise Seed Capital,https://www.udemy.com/startup-finance-small-business-loans-and-grants/,True,95.0,All Levels,Udemy,startup business how to raise seed capital all levels business finance
Business Economics - Basics (College Level),https://www.udemy.com/business-economics-basics/,True,50.0,All Levels,Udemy,business economics  basics college level all levels business finance
Technical Analysis 101: Master the Basics of Trading,https://www.udemy.com/master-the-basics-of-trading-through-support-and-resistance/,True,95.0,All Levels,Udemy,technical analysis 101 master the basics of trading all levels business finance
Investing in Stocks? Master The Art of Covered Calls Selling,https://www.udemy.com/dont-leave-money-on-the-table-sell-covered-calls/,True,80.0,All Levels,Udemy,investing in stocks master the art of covered calls selling all levels business finance
How to Trade Binary Options Effectively – All Levels,https://www.udemy.com/trade-binary-options/,True,195.0,All Levels,Udemy,how to trade binary options effectively  all levels all levels business finance
Stock Market: The Zero Risk Way of Investing,https://www.udemy.com/stock-market-zero-risk-investing/,True,25.0,Beginner Level,Udemy,stock market the zero risk way of investing beginner level business finance
Forex Trading using professional indicators by TOP traders,https://www.udemy.com/forex-trading-using-professional-indicators-by-top-traders/,True,200.0,All Levels,Udemy,forex trading using professional indicators by top traders all levels business finance
Corporate Finance 101: Equity Valuation,https://www.udemy.com/corp-fin-101-equity-valuation/,True,50.0,All Levels,Udemy,corporate finance 101 equity valuation all levels business finance
Trading Strategies: Find The Trading Strategy That Fits You,https://www.udemy.com/trading-strategies-find-the-trading-strategy-that-fits-you/,True,20.0,All Levels,Udemy,trading strategies find the trading strategy that fits you all levels business finance
Forex Trading - Learn An Effective Forex Trading Strategy,https://www.udemy.com/forex-trading-strategy-technical-analysis/,True,95.0,All Levels,Udemy,forex trading  learn an effective forex trading strategy all levels business finance
Navigate the 10-K and Other Financial Reports,https://www.udemy.com/navigate-the-10-k-and-other-financial-reports/,True,40.0,All Levels,Udemy,navigate the 10k and other financial reports all levels business finance
From 0 to 1: Investments and Portfolio Theory,https://www.udemy.com/from-0-to-1-investments-and-portfolio-theory/,True,50.0,Beginner Level,Udemy,from 0 to 1 investments and portfolio theory beginner level business finance
Bitcoin - The Complete Guide,https://www.udemy.com/bitcoin-the-complete-guide/,True,20.0,All Levels,Udemy,bitcoin  the complete guide all levels business finance
Professional Trader's Mindset - Complete Forex Course,https://www.udemy.com/professional-trader-mindset/,True,50.0,All Levels,Udemy,professional traders mindset  complete forex course all levels business finance
Bitcoin Peer Investing: How To Generate Double Digit Returns,https://www.udemy.com/bitcoin-peer-investing/,True,25.0,All Levels,Udemy,bitcoin peer investing how to generate double digit returns all levels business finance
Forex Breakout Profits: The Definitive Guide,https://www.udemy.com/forex-breakout-profits-the-definitive-guide/,True,25.0,All Levels,Udemy,forex breakout profits the definitive guide all levels business finance
Learn to Trade With Fibonacci Tools,https://www.udemy.com/learn-to-trade-with-fibonacci-tools/,True,30.0,Intermediate Level,Udemy,learn to trade with fibonacci tools intermediate level business finance
"Investing Internationally into Real Estate, Stocks and Bonds",https://www.udemy.com/investing-internationally-into-real-estate-stocks-and-bonds/,True,200.0,All Levels,Udemy,investing internationally into real estate stocks and bonds all levels business finance
